opeid,name,address,city,state,zip,number_of_defaults,number_of_loans,default_rate
2519,UNIVERSITY OF MISSOURI - SAINT LOUIS                             ,ONE UNIVERSITY BOULEVARD                          ,ST LOUIS            ,MO,63121,283,3787,7.4
2520,WASHINGTON UNIVERSITY IN ST. LOUIS                               ,ONE BROOKINGS DRIVE                               ,ST LOUIS            ,MO,63130,15,1828,0.8
2521,WEBSTER UNIVERSITY                                               ,470 EAST LOCKWOOD AVENUE                          ,SAINT LOUIS         ,MO,63119,228,5207,4.3
2523,WESTMINSTER COLLEGE                                              ,501 WESTMINSTER AVENUE                            ,FULTON              ,MO,65251,14,239,5.8
2524,WILLIAM JEWELL COLLEGE                                           ,500 COLLEGE HILL                                  ,LIBERTY             ,MO,64068,15,329,4.5
2525,WILLIAM WOODS UNIVERSITY                                         ,ONE UNIVERSITY AVENUE                             ,FULTON              ,MO,65251,24,804,2.9
2526,CARROLL COLLEGE                                                  ,1601 NORTH BENTON AVENUE                          ,HELENA              ,MT,59625,7,328,2.1
2527,UNIVERSITY OF PROVIDENCE                                         ,1301 20TH STREET SOUTH                            ,GREAT FALLS         ,MT,59405,17,305,5.5
2528,MILES COMMUNITY COLLEGE                                          ,2715 DICKINSON                                    ,MILES CITY          ,MT,59301,25,190,13.1
2529,DAWSON COMMUNITY COLLEGE                                         ,300 COLLEGE DRIVE                                 ,GLENDIVE            ,MT,59330,19,136,13.9
2530,MONTANA STATE UNIVERSITY - BILLINGS                              ,1500 UNIVERSITY DRIVE                             ,BILLINGS            ,MT,59101,179,1754,10.2
2531,MONTANA TECH OF THE UNIVERSITY OF MONTANA                        ,1300 WEST PARK STREET                             ,BUTTE               ,MT,59701,96,716,13.4
2532,MONTANA STATE UNIVERSITY BOZEMAN                                 ,"STRAND UNION BUILDING, ROOM 183                   ",BOZEMAN             ,MT,59717,190,3054,6.2
2533,MONTANA STATE UNIVERSITY - NORTHERN                              ,300 WEST 11TH STREET                              ,HAVRE               ,MT,59501,57,438,13
2534,ROCKY MOUNTAIN COLLEGE                                           ,1511 POLY DRIVE                                   ,BILLINGS            ,MT,59102,30,336,8.9
2536,UNIVERSITY OF MONTANA (THE)                                      ,32 CAMPUS DRIVE                                   ,MISSOULA            ,MT,59812,417,4216,9.8
2537,UNIVERSITY OF MONTANA WESTERN (THE)                              ,710 SOUTH ATLANTIC STREET                         ,DILLON              ,MT,59725,54,468,11.5
2539,CHADRON STATE COLLEGE                                            ,1000 MAIN STREET                                  ,CHADRON             ,NE,69337,49,644,7.6
2540,COLLEGE OF SAINT MARY                                            ,7000 MERCY ROAD                                   ,OMAHA               ,NE,68106,33,407,8.1
2541,CONCORDIA UNIVERSITY                                             ,800 NORTH COLUMBIA AVENUE                         ,SEWARD              ,NE,68434,9,536,1.6
2542,CREIGHTON UNIVERSITY                                             ,2500 CALIFORNIA PLAZA                             ,OMAHA               ,NE,68178,25,1727,1.4
2544,DOANE UNIVERSITY                                                 ,1014 BOSWELL AVENUE                               ,CRETE               ,NE,68333,29,693,4.1
2547,GRACE UNIVERSITY                                                 ,1311 SOUTH NINTH STREET                           ,OMAHA               ,NE,68108,5,164,3
2548,HASTINGS COLLEGE                                                 ,710 NORTH TURNER AVENUE                           ,HASTINGS            ,NE,68901,16,331,4.8
2551,UNIVERSITY OF NEBRASKA - KEARNEY                                 ,FOUNDERS HALL                      905 WEST 25TH S,KEARNEY             ,NE,68849,64,1505,4.2
2553,MIDLAND UNIVERSITY                                               ,900 NORTH CLARKSON STREET                         ,FREMONT             ,NE,68025,35,386,9
2554,UNIVERSITY OF NEBRASKA - OMAHA                                   ,60TH & DODGE STREET                               ,OMAHA               ,NE,68182,198,3358,5.8
2555,NEBRASKA WESLEYAN UNIVERSITY                                     ,5000 SAINT PAUL AVENUE                            ,LINCOLN             ,NE,68504,12,547,2.1
2557,MID-PLAINS COMMUNITY COLLEGE                                     ,NORTH PLATTE COMM COLL/DIV OF MPCC 601 WEST STATE ,NORTH PLATTE        ,NE,69101,85,499,17
2559,PERU STATE COLLEGE                                               ,600 HOYT STREET                    ADMINISTRATION ,PERU                ,NE,68421,57,552,10.3
2560,WESTERN NEBRASKA COMMUNITY COLLEGE                               ,1601 EAST 27TH STREET                             ,SCOTTSBLUFF         ,NE,69361,72,388,18.5
2563,UNION COLLEGE                                                    ,3800 SOUTH 48TH STREET                            ,LINCOLN             ,NE,68506,13,237,5.4
2565,UNIVERSITY OF NEBRASKA                                           ,201 ADMINISTRATION BUILDING                       ,LINCOLN             ,NE,68588,119,4483,2.6
2566,WAYNE STATE COLLEGE                                              ,1111 MAIN STREET                                  ,WAYNE               ,NE,68787,76,972,7.8
2567,YORK COLLEGE                                                     ,1125 EAST 8TH STREET                              ,YORK                ,NE,68467,18,184,9.7
2568,"UNIVERSITY OF NEVADA , RENO                                      ",1664 NORTH VIRGINIA STREET                        ,RENO                ,NV,89557,130,2482,5.2
2569,UNIVERSITY OF NEVADA - LAS VEGAS                                 ,4505 SOUTH MARYLAND PARKWAY                       ,LAS VEGAS           ,NV,89154,329,4653,7
2572,COLBY-SAWYER COLLEGE                                             ,541 MAIN STREET                                   ,NEW LONDON          ,NH,3257,16,356,4.4
2573,DARTMOUTH COLLEGE                                                ,207 PARKHURST HALL                                ,HANOVER             ,NH,3755,6,654,0.9
2575,FRANKLIN PIERCE UNIVERSITY                                       ,40 UNIVERSITY DRIVE                               ,RINDGE              ,NH,3461,45,847,5.3
2579,NEW ENGLAND COLLEGE                                              ,98 BRIDGE STREET                                  ,HENNIKER            ,NH,3242,57,727,7.8
2580,SOUTHERN NEW HAMPSHIRE UNIVERSITY                                ,2500 NORTH RIVER ROAD                             ,MANCHESTER          ,NH,3106,424,4619,9.1
2581,NHTI - CONCORD'S COMMUNITY COLLEGE                               ,31 COLLEGE DRIVE                                  ,CONCORD             ,NH,3301,174,1626,10.7
2582,MANCHESTER COMMUNITY COLLEGE                                     ,1066 FRONT STREET                                 ,MANCHESTER          ,NH,3102,178,1482,12
2583,GREAT BAY COMMUNITY COLLEGE                                      ,320 CORPORATE DRIVE                               ,PORTSMOUTH          ,NH,3801,77,620,12.4
2586,RIVIER UNIVERSITY                                                ,420 SOUTH MAIN STREET                             ,NASHUA              ,NH,3060,25,595,4.2
2587,SAINT ANSELM COLLEGE                                             ,100 SAINT ANSELM DRIVE                            ,MANCHESTER          ,NH,3102,5,460,1
2589,UNIVERSITY OF NEW HAMPSHIRE                                      ,MAIN STREET                                       ,DURHAM              ,NH,3824,84,3941,2.1
2590,KEENE STATE COLLEGE                                              ,229 MAIN STREET                                   ,KEENE               ,NH,3435,56,1431,3.9
2591,PLYMOUTH STATE UNIVERSITY OF THE UNIVERSITY SYSTEM OF NEW HAMPSHI,17 HIGH STREET                                    ,PLYMOUTH            ,NH,3264,56,1590,3.5
2596,ATLANTIC CAPE COMMUNITY COLLEGE                                  ,5100 BLACK HORSE PIKE                             ,MAYS LANDING        ,NJ,8330,121,864,14
2597,BLOOMFIELD COLLEGE                                               ,467 FRANKLIN STREET                               ,BLOOMFIELD          ,NJ,7003,100,731,13.6
2598,CALDWELL UNIVERSITY                                              ,120 BLOOMFIELD AVENUE                             ,CALDWELL            ,NJ,7006,27,604,4.4
2599,CENTENARY UNIVERSITY                                             ,400 JEFFERSON STREET                              ,HACKETTSTOWN        ,NJ,7840,38,670,5.6
2600,COLLEGE OF SAINT ELIZABETH                                       ,2 CONVENT ROAD                                    ,MORRISTOWN          ,NJ,7960,22,355,6.1
2601,CUMBERLAND COUNTY COLLEGE                                        ,3322 COLLEGE DRIVE                                ,VINELAND            ,NJ,8362,89,558,15.9
2603,DREW UNIVERSITY                                                  ,36 MADISON AVENUE                                 ,MADISON             ,NJ,7940,19,486,3.9
2607,FAIRLEIGH DICKINSON UNIVERSITY                                   ,1000 RIVER ROAD                                   ,TEANECK             ,NJ,7666,105,2103,4.9
2608,GEORGIAN COURT UNIVERSITY                                        ,900 LAKEWOOD AVENUE                               ,LAKEWOOD            ,NJ,8701,31,721,4.2
2609,ROWAN UNIVERSITY                                                 ,201 MULLICA HILL ROAD                             ,GLASSBORO           ,NJ,8028,121,2753,4.3
2610,FELICIAN UNIVERSITY                                              ,262 SOUTH MAIN STREET                             ,LODI                ,NJ,7644,65,623,10.4
2613,NEW JERSEY CITY UNIVERSITY                                       ,2039 KENNEDY BOULEVARD                            ,JERSEY CITY         ,NJ,7305,193,2128,9
2615,MIDDLESEX COUNTY COLLEGE                                         ,2600 WOODBRIDGE AVENUE                            ,EDISON              ,NJ,8818,106,1128,9.3
2616,MONMOUTH UNIVERSITY                                              ,400 CEDAR AVENUE                                  ,WEST LONG BRANCH    ,NJ,7764,44,1624,2.7
2617,MONTCLAIR STATE UNIVERSITY                                       ,1 NORMAL AVENUE                                   ,MONTCLAIR           ,NJ,7043,133,4053,3.2
2619,NEW BRUNSWICK THEOLOGICAL SEMINARY                               ,35 SEMINARY PLACE                                 ,NEW BRUNSWICK       ,NJ,8901,5,92,5.4
2621,NEW JERSEY INSTITUTE OF TECHNOLOGY                               ,323 MARTIN LUTHER KING BLVD.                      ,NEWARK              ,NJ,7102,57,1474,3.8
2622,KEAN UNIVERSITY                                                  ,1000 MORRIS AVENUE                                ,UNION               ,NJ,7083,225,3957,5.6
2624,OCEAN COUNTY COLLEGE                                             ,COLLEGE DRIVE                                     ,TOMS RIVER          ,NJ,8754,188,1365,13.7
2625,WILLIAM PATERSON UNIVERSITY OF NEW JERSEY                        ,300 POMPTON ROAD                                  ,WAYNE               ,NJ,7470,244,2948,8.2
2626,PRINCETON THEOLOGICAL SEMINARY                                   ,64 MERCER STREET                                  ,PRINCETON           ,NJ,8540,2,126,1.5
2627,PRINCETON UNIVERSITY                                             ,1 NASSAU HALL                                     ,PRINCETON           ,NJ,8544,1,104,0.9
2628,RIDER UNIVERSITY                                                 ,2083 LAWRENCEVILLE ROAD                           ,LAWRENCEVILLE       ,NJ,8648,61,1283,4.7
2629,"RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY                      ",OLD QUEENS BUILDING                83 SOMERSET STR,NEW BRUNSWICK       ,NJ,8901,439,13039,3.3
2632,SETON HALL UNIVERSITY                                            ,400 SOUTH ORANGE AVENUE                           ,SOUTH ORANGE        ,NJ,7079,83,2293,3.6
2638,SAINT PETER'S UNIVERSITY                                         ,2641 KENNEDY BOULEVARD                            ,JERSEY CITY         ,NJ,7306,84,798,10.5
2639,STEVENS INSTITUTE OF TECHNOLOGY                                  ,1 CASTLE POINT ON HUDSON           HOWE CENTER    ,HOBOKEN             ,NJ,7030,10,660,1.5
2642,COLLEGE OF NEW JERSEY (THE)                                      ,2000 PENNINGTON ROAD                              ,EWING               ,NJ,8628,19,1294,1.4
2643,UNION COUNTY COLLEGE                                             ,1033 SPRINGFIELD AVENUE                           ,CRANFORD            ,NJ,7016,145,1217,11.9
2649,SANTA FE UNIVERSITY OF ART AND DESIGN                            ,1600 SAINT MICHAEL'S DRIVE                        ,SANTA FE            ,NM,87505,31,197,15.7
2650,UNIVERSITY OF THE SOUTHWEST                                      ,6610 NORTH LOVINGTON HIGHWAY                      ,HOBBS               ,NM,88240,45,366,12.2
2651,EASTERN NEW MEXICO UNIVERSITY                                    ,HIGHWAY #70                                       ,PORTALES            ,NM,88130,245,1413,17.3
2653,NEW MEXICO HIGHLANDS UNIVERSITY                                  ,NATIONAL AVENUE                                   ,LAS VEGAS           ,NM,87701,111,834,13.3
2654,NEW MEXICO INSTITUTE OF MINING & TECHNOLOGY                      ,801 LEROY PLACE                                   ,SOCORRO             ,NM,87801,11,205,5.3
2655,NEW MEXICO JUNIOR COLLEGE                                        ,5317 LOVINGTON HIGHWAY                            ,HOBBS               ,NM,88240,43,188,22.8
2656,NEW MEXICO MILITARY INSTITUTE                                    ,101 WEST COLLEGE                                  ,ROSWELL             ,NM,88201,7,56,12.5
2657,NEW MEXICO STATE UNIVERSITY                                      ,"UNIVERSITY AVENUE, MSC 5100        EDUCATIONAL SER",LAS CRUCES          ,NM,88003,1091,5556,19.6
2660,SAN JUAN COLLEGE                                                 ,4601 COLLEGE BOULEVARD                            ,FARMINGTON          ,NM,87402,154,745,20.6
2663,UNIVERSITY OF NEW MEXICO                                         ,SCHOLES HALL ROOM 160              UNIVERSITY OF N,ALBUQUERQUE         ,NM,87131,791,6231,12.6
2664,WESTERN NEW MEXICO UNIVERSITY                                    ,1000 W. COLLEGE AVENUE                            ,SILVER CITY         ,NM,88061,137,680,20.1
2665,VAUGHN COLLEGE OF AERONAUTICS AND TECHNOLOGY                     ,86-01 23RD AVENUE                                 ,FLUSHING            ,NY,11369,34,684,4.9
2666,ADELPHI UNIVERSITY                                               ,SOUTH AVENUE                                      ,GARDEN CITY         ,NY,11530,79,2252,3.5
2668,ALFRED UNIVERSITY                                                ,"CARNEGIE HALL, 1 SAXON DRIVE                      ",ALFRED              ,NY,14802,43,721,5.9
2669,BANK STREET COLLEGE OF EDUCATION                                 ,610 WEST 112TH STREET                             ,NEW YORK            ,NY,10025,3,292,1
2670,CLARKS SUMMIT UNIVERSITY                                         ,538 VENARD ROAD                                   ,SOUTH ABINGTON TWP. ,PA,18411,9,216,4.1
2671,BARD COLLEGE                                                     ,ANNANDALE ROAD                                    ,ANNANDALE-ON-HUDSON ,NY,12504,14,494,2.8
2674,NEW YORK THEOLOGICAL SEMINARY                                    ,475 RIVERSIDE DRIVE                SUITE 500      ,NEW YORK            ,NY,10115,6,56,10.7
2677,BROOKLYN LAW SCHOOL                                              ,250 JORALEMON STREET                              ,BROOKLYN            ,NY,11201,1,398,0.2
2678,BRYANT & STRATTON COLLEGE                                        ,465 MAIN                           SUITE 400      ,BUFFALO             ,NY,14203,1952,10586,18.4
2681,CANISIUS COLLEGE                                                 ,2001 MAIN STREET                                  ,BUFFALO             ,NY,14208,52,1493,3.4
2685,CAZENOVIA COLLEGE                                                ,22 SULLIVAN STREET                                ,CAZENOVIA           ,NY,13035,19,349,5.4
2687,CUNY BROOKLYN COLLEGE                                            ,2900 BEDFORD AVENUE                               ,BROOKLYN            ,NY,11210,94,2128,4.4
2688,CITY COLLEGE OF NEW YORK - CUNY                                  ,160 CONVENT AVENUE                                ,NEW YORK            ,NY,10031,87,1740,5
2689,CUNY HUNTER COLLEGE                                              ,695 PARK AVENUE                                   ,NEW YORK            ,NY,10065,95,2407,3.9
2690,CUNY QUEENS COLLEGE                                              ,65-30 KISSENA BOULEVARD                           ,FLUSHING            ,NY,11367,59,1701,3.4
2691,CUNY BOROUGH OF MANHATTAN COMMUNITY COLLEGE                      ,199 CHAMBERS STREET                               ,NEW YORK            ,NY,10007,178,1644,10.8
2692,CUNY BRONX COMMUNITY COLLEGE                                     ,2155 UNIVERSITY AVENUE                            ,BRONX               ,NY,10453,69,646,10.6
2693,CUNY JOHN JAY COLLEGE OF CRIMINAL JUSTICE                        ,524 WEST 59TH STREET                              ,NEW YORK            ,NY,10019,87,1554,5.5
2694,KINGSBOROUGH COMMMUNITY COLLEGE/CUNY                             ,2001 ORIENTAL BOULEVARD                           ,BROOKLYN            ,NY,11235,143,1119,12.7
2696,NEW YORK CITY COLLEGE OF TECHNOLOGY OF THE CITY UNIVERSITY OF NEW,300 JAY STREET                                    ,BROOKLYN            ,NY,11201,77,1094,7
2697,QUEENSBOROUGH COMMUNITY COLLEGE-CUNY                             ,56TH AVENUE & SPRINGFIELD BOULEVARD               ,BAYSIDE             ,NY,11364,78,676,11.5
2698,COLLEGE OF STATEN ISLAND/CUNY                                    ,2800 VICTORY BOULEVARD                            ,STATEN ISLAND       ,NY,10314,108,1445,7.4
2699,CLARKSON UNIVERSITY                                              ,8 CLARKSON AVENUE                                 ,POTSDAM             ,NY,13699,16,905,1.7
2700,COLGATE ROCHESTER CROZER DIVINITY SCHOOL                         ,1100 SOUTH GOODMAN STREET                         ,ROCHESTER           ,NY,14620,4,68,5.8
2701,COLGATE UNIVERSITY                                               ,13 OAK DRIVE                                      ,HAMILTON            ,NY,13346,3,287,1
2703,COLLEGE OF MOUNT SAINT VINCENT                                   ,6301 RIVERDALE AVENUE                             ,RIVERDALE           ,NY,10471,39,553,7
2704,COLLEGE OF NEW ROCHELLE (THE)                                    ,29 CASTLE PLACE                                   ,NEW ROCHELLE        ,NY,10805,167,1459,11.4
2705,COLLEGE OF SAINT ROSE                                            ,432 WESTERN AVENUE                                ,ALBANY              ,NY,12203,52,1513,3.4
2707,COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK                      ,201 KENT HALL                      1140 AMSTERDAM ,NEW YORK            ,NY,10027,66,4604,1.4
2708,BARNARD COLLEGE                                                  ,3009 BROADWAY                                     ,NEW YORK            ,NY,10027,2,306,0.6
2709,CONCORDIA COLLEGE                                                ,171 WHITE PLAINS ROAD                             ,BRONXVILLE          ,NY,10708,20,255,7.8
2710,COOPER UNION FOR THE ADVANCEMENT OF SCIENCE & ART (THE)          ,30 COOPER SQUARE                                  ,NEW YORK            ,NY,10003,5,74,6.7
2711,CORNELL UNIVERSITY                                               ,300 DAY HALL                                      ,ITHACA              ,NY,14853,19,2916,0.6
2712,D'YOUVILLE COLLEGE                                               ,320 PORTER AVENUE                                 ,BUFFALO             ,NY,14201,42,791,5.3
2713,DOMINICAN COLLEGE OF BLAUVELT                                    ,470 WESTERN HIGHWAY                               ,ORANGEBURG          ,NY,10962,53,661,8
2718,ELMIRA COLLEGE                                                   ,ONE PARK PLACE                                    ,ELMIRA              ,NY,14901,18,477,3.7
2722,FORDHAM UNIVERSITY                                               ,441 EAST FORDHAM ROAD                             ,BRONX               ,NY,10458,94,3354,2.8
2726,GENERAL THEOLOGICAL SEMINARY OF THE EPISCOPAL CHURCH (THE)       ,440 W  21 STREET                                  ,NEW YORK            ,NY,10011,1,31,3.2
2728,HAMILTON COLLEGE                                                 ,198 COLLEGE HILL ROAD                             ,CLINTON             ,NY,13323,1,197,0.5
2729,HARTWICK COLLEGE                                                 ,ONE HARTWICK DRIVE                                ,ONEONTA             ,NY,13820,25,406,6.1
2731,HOBART AND WILLIAM SMITH COLLEGES                                ,337 PULTENEY STREET                               ,GENEVA              ,NY,14456,8,428,1.8
2732,HOFSTRA UNIVERSITY                                               ,101 HOFSTRA UNIVERSITY                            ,HEMPSTEAD           ,NY,11549,98,2933,3.3
2734,HOUGHTON COLLEGE                                                 ,1 WILLARD AVENUE                                  ,HOUGHTON            ,NY,14744,4,392,1
2735,HILBERT COLLEGE                                                  ,5200 SOUTH PARK AVENUE                            ,HAMBURG             ,NY,14075,42,342,12.2
2737,IONA COLLEGE                                                     ,715 NORTH AVENUE                                  ,NEW ROCHELLE        ,NY,10801,39,1020,3.8
2739,ITHACA COLLEGE                                                   ,953 DANBY ROAD                                    ,ITHACA              ,NY,14850,29,1427,2
2740,JEWISH THEOLOGICAL SEMINARY OF AMERICA (THE)                     ,3080 BROADWAY                                     ,NEW YORK            ,NY,10027,0,64,0
2741,AMERICAN JEWISH UNIVERSITY                                       ,15600 MULHOLLAND DRIVE                            ,LOS ANGELES         ,CA,90077,2,62,3.2
2742,JUILLIARD SCHOOL (THE)                                           ,60 LINCOLN CENTER PLAZA                           ,NEW YORK            ,NY,10023,6,152,3.9
2744,KEUKA COLLEGE                                                    ,141 CENTRAL AVENUE                                ,KEUKA PARK          ,NY,14478,40,702,5.6
2748,LE MOYNE COLLEGE                                                 ,1419 SALT SPRINGS ROAD                            ,SYRACUSE            ,NY,13214,38,904,4.2
2749,NEW YORK COLLEGE OF PODIATRIC MEDICINE                           ,53 EAST 124TH STREET                              ,NEW YORK            ,NY,10035,2,88,2.2
2751,LONG ISLAND UNIVERSITY                                           ,UNIVERSITY CENTER-LIU POST CAMPUS  700-720 NORTHER,BROOKVILLE          ,NY,11548,282,4747,5.9
2758,MANHATTAN COLLEGE                                                ,4513 MANHATTAN COLLEGE PARKWAY                    ,RIVERDALE           ,NY,10471,23,803,2.8
2759,MANHATTAN SCHOOL OF MUSIC                                        ,120 CLAREMONT AVENUE                              ,NEW YORK            ,NY,10027,3,163,1.8
2760,MANHATTANVILLE COLLEGE                                           ,2900 PURCHASE STREET                              ,PURCHASE            ,NY,10577,39,707,5.5
2763,MARIA COLLEGE                                                    ,700 NEW SCOTLAND AVENUE                           ,ALBANY              ,NY,12208,31,424,7.3
2765,MARIST COLLEGE                                                   ,3399 NORTH ROAD                                   ,POUGHKEEPSIE        ,NY,12601,36,1370,2.6
2769,MARYMOUNT MANHATTAN COLLEGE                                      ,221 EAST 71ST STREET                              ,NEW YORK            ,NY,10021,37,550,6.7
2772,MERCY COLLEGE                                                    ,555 BROADWAY                                      ,DOBBS FERRY         ,NY,10522,279,3522,7.9
2775,MOLLOY COLLEGE                                                   ,1000 HEMPSTEAD AVENUE                             ,ROCKVILLE CENTRE    ,NY,11570,35,1061,3.2
2777,MEDAILLE COLLEGE                                                 ,18 AGASSIZ CIRCLE                                 ,BUFFALO             ,NY,14214,91,1032,8.8
2778,MOUNT SAINT MARY COLLEGE                                         ,330 POWELL AVENUE                                 ,NEWBURGH            ,NY,12550,40,855,4.6
2779,NAZARETH COLLEGE OF ROCHESTER                                    ,4245 EAST AVENUE                                  ,ROCHESTER           ,NY,14618,25,1013,2.4
2782,NEW YORK INSTITUTE OF TECHNOLOGY                                 ,NORTHERN BOULEVARD                                ,OLD WESTBURY        ,NY,11568,131,2069,6.3
2783,NEW YORK LAW SCHOOL                                              ,185 WEST BROADWAY                                 ,NEW YORK            ,NY,10013,8,635,1.2
2784,NEW YORK MEDICAL COLLEGE                                         ,40 SUNSHINE COTTAGE ROAD           ADMINISTRATION ,VALHALLA            ,NY,10595,2,429,0.4
2785,NEW YORK UNIVERSITY                                              ,70 WASHINGTON SQUARE SOUTH                        ,NEW YORK            ,NY,10012,186,9685,1.9
2788,NIAGARA UNIVERSITY                                               ,LEWISTON ROAD                                     ,NIAGARA UNIVERSITY  ,NY,14109,50,1017,4.9
2790,NYACK COLLEGE                                                    ,ONE SOUTH BOULEVARD                               ,NYACK               ,NY,10960,118,1186,9.9
2791,PACE UNIVERSITY                                                  ,ONE PACE PLAZA                                    ,NEW YORK            ,NY,10038,124,2867,4.3
2795,PAUL SMITH'S COLLEGE OF ARTS & SCIENCES                          ,ROUTE 86 & 30                                     ,PAUL SMITHS         ,NY,12970,25,388,6.4
2798,PRATT INSTITUTE                                                  ,200 WILLOUGHBY AVENUE                             ,BROOKLYN            ,NY,11205,42,1025,4
2803,RENSSELAER POLYTECHNIC INSTITUTE                                 ,110 8TH STREET                                    ,TROY                ,NY,12180,11,1196,0.9
2805,ROBERTS WESLEYAN COLLEGE                                         ,2301 WESTSIDE DRIVE                               ,ROCHESTER           ,NY,14624,24,733,3.2
2806,ROCHESTER INSTITUTE OF TECHNOLOGY                                ,1 LOMB MEMORIAL DRIVE                             ,ROCHESTER           ,NY,14623,103,3345,3
2808,DAEMEN COLLEGE                                                   ,4380 MAIN STREET                                  ,AMHERST             ,NY,14226,39,791,4.9
2810,SAGE COLLEGES                                                    ,65 FIRST STREET                                   ,TROY                ,NY,12180,48,979,4.9
2812,TROCAIRE COLLEGE                                                 ,360 CHOATE AVENUE                                 ,BUFFALO             ,NY,14220,88,749,11.7
2813,SARAH LAWRENCE COLLEGE                                           ,ONE MEAD WAY                                      ,BRONXVILLE          ,NY,10708,8,361,2.2
2814,SKIDMORE COLLEGE                                                 ,815 NORTH BROADWAY                                ,SARATOGA SPRINGS    ,NY,12866,6,302,1.9
2816,SIENA COLLEGE                                                    ,515 LOUDON ROAD                                   ,LOUDONVILLE         ,NY,12211,15,844,1.7
2817,ST. BONAVENTURE UNIVERSITY                                       ,3261 WEST STATE ROAD                              ,ST. BONAVENTURE     ,NY,14778,31,683,4.5
2820,SAINT FRANCIS COLLEGE                                            ,180 REMSEN STREET                                 ,BROOKLYN HEIGHTS    ,NY,11201,46,586,7.8
2821,SAINT JOHN FISHER COLLEGE                                        ,3690 EAST AVENUE                                  ,ROCHESTER           ,NY,14618,38,1247,3
2823,SAINT JOHN'S UNIVERSITY                                          ,8000 UTOPIA PARKWAY                               ,JAMAICA             ,NY,11439,200,4298,4.6
2825,SAINT JOSEPH'S COLLEGE                                           ,245 CLINTON AVENUE                                ,BROOKLYN            ,NY,11205,50,1477,3.3
2829,ST. LAWRENCE UNIVERSITY                                          ,ROMODA DRIVE                                      ,CANTON              ,NY,13617,12,472,2.5
2832,SAINT THOMAS AQUINAS COLLEGE                                     ,125 ROUTE 340                                     ,SPARKILL            ,NY,10976,21,391,5.3
2833,SAINT VLADIMIRS ORTHODOX THEOLOGICAL SEMINARY                    ,575 SCARSDALE ROAD                                ,YONKERS             ,NY,10707,2,45,4.4
2834,EXCELSIOR COLLEGE                                                ,7 COLUMBIA CIRCLE                                 ,ALBANY              ,NY,12203,34,868,3.9
2835,STATE UNIVERSITY OF NEW YORK AT ALBANY                           ,1400 WASHINGTON AVENUE                            ,ALBANY              ,NY,12222,184,4087,4.5
2836,BINGHAMTON UNIVERSITY                                            ,3600 VESTAL PARKWAY EAST                          ,BINGHAMTON          ,NY,13902,53,2731,1.9
2837,STATE UNIVERSITY OF NEW YORK AT BUFFALO                          ,501 CAPEN HALL                     NORTH CAMPUS   ,BUFFALO             ,NY,14260,175,5623,3.1
2838,STATE UNIVERSITY OF NEW YORK AT STONY BROOK                      ,310 ADMINISTRATION BUILDING                       ,STONY BROOK         ,NY,11794,141,4308,3.2
2839,STATE UNIVERSITY OF NEW YORK DOWNSTATE MEDICAL CENTER            ,450 CLARKSON AVENUE                               ,BROOKLYN            ,NY,11203,4,401,0.9
2840,STATE UNIVERSITY OF NEW YORK UPSTATE MEDICAL UNIVERSITY          ,750 EAST ADAMS STREET                             ,SYRACUSE            ,NY,13210,7,365,1.9
2841,SUNY COLLEGE AT BROCKPORT                                        ,350 NEW CAMPUS DRIVE                              ,BROCKPORT           ,NY,14420,86,2437,3.5
2842,SUNY COLLEGE AT BUFFALO                                          ,1300 ELMWOOD AVENUE                               ,BUFFALO             ,NY,14222,238,3372,7
2843,SUNY COLLEGE AT CORTLAND                                         ,MILLER ADMINISTRATION BUILDING     GRAHAM AVENUE  ,CORTLAND            ,NY,13045,52,1990,2.6
2844,SUNY AT FREDONIA                                                 ,280 CENTRAL AVENUE                                ,FREDONIA            ,NY,14063,84,1668,5
2845,SUNY COLLEGE AT GENESEO                                          ,1 COLLEGE CIRCLE                                  ,GENESEO             ,NY,14454,24,1223,1.9
2846,STATE UNIVERSITY OF NEW YORK AT NEW PALTZ                        ,1 HAWK DRIVE                                      ,NEW PALTZ           ,NY,12561,63,1772,3.5
2847,SUNY COLLEGE AT ONEONTA                                          ,RAVINE PARKWAY                                    ,ONEONTA             ,NY,13820,51,1488,3.4
2848,SUNY COLLEGE AT OSWEGO                                           ,7060 STATE ROUTE 104                              ,OSWEGO              ,NY,13126,109,2499,4.3
2849,STATE UNIVERSITY OF NEW YORK COLLEGE AT PLATTSBURGH              ,101 BROAD STREET                                  ,PLATTSBURGH         ,NY,12901,86,1653,5.2
2850,STATE UNIVERSITY OF NEW YORK COLLEGE AT POTSDAM                  ,44 PIERREPONT AVENUE                              ,POTSDAM             ,NY,13676,68,1269,5.3
2851,SUNY COLLEGE OF ENVIRONMENT SCIENCE & FORESTRY                   ,1 FORESTRY DRIVE                                  ,SYRACUSE            ,NY,13210,12,485,2.4
2853,SUNY MARITIME COLLEGE                                            ,6 PENNYFIELD AVENUE                               ,BRONX               ,NY,10465,23,384,5.9
2854,SUNY COLLEGE OF TECHNOLOGY AT ALFRED                             ,ALFRED STATE COLLEGE               10 UPPER COLLEG,ALFRED              ,NY,14802,96,1352,7.1
