opeid,name,address,city,state,zip,number_of_defaults,number_of_loans,default_rate
12386,SOUTHEASTERN REGIONAL VOCATIONAL TECHNICAL SCHOOL                ,250 FOUNDRY STREET                                ,SOUTH EASTON        ,MA,2375,6,81,7.4
12393,THOMAS JEFFERSON UNIVERSITY                                      ,1020 WALNUT STREET                                ,PHILADELPHIA        ,PA,19107,9,1044,0.8
12407,SCHUYLER STEUBEN CHEMUNG TIOGA ALLEGANY BOCES                    ,459 PHILO ROAD                                    ,ELMIRA              ,NY,14903,7,74,9.4
12421,UNIVERSITY OF AUCKLAND (THE)                                     ,22 PRINCES STREET                  PRIVATE BAG 920,AUCKLAND            ,FC,1142,2,30,6.6
12425,STONE ACADEMY                                                    ,560 SAW MILL ROAD                                 ,WEST HAVEN          ,CT,6516,80,538,14.8
12452,EVERGREEN VALLEY COLLEGE                                         ,3095 YERBA BUENA ROAD                             ,SAN JOSE            ,CA,95135,14,131,10.6
12461,LINCOLN TECHNICAL INSTITUTE                                      ,675 US ROUTE 1 SOUTH               2ND FLOOR      ,ISELIN              ,NJ,8830,774,6359,12.1
12462,EASTWICK COLLEGE - HACKENSACK CAMPUS.                            ,250 MOORE STREET                                  ,HACKENSACK          ,NJ,7601,24,441,5.4
12483,PAUL MITCHELL THE SCHOOL DALLAS                                  ,2389 MIDWAY ROAD SUITE A                          ,CARROLLTON          ,TX,75006,30,511,5.8
12496,TONI & GUY HAIRDRESSING ACADEMY                                  ,18336 AURORA AVENUE NORTH          SUITE 103      ,SHORELINE           ,WA,98133,3,74,4
12500,RANKEN TECHNICAL COLLEGE                                         ,4431 FINNEY AVENUE                                ,SAINT LOUIS         ,MO,63113,82,1054,7.7
12525,CARIBBEAN UNIVERSITY                                             ,ROAD 167 KM 21.2                   URB. FOREST HIL,BAYAMON             ,PR,960,262,928,28.2
12550,LOS ANGELES MISSION COLLEGE                                      ,13356 ELDRIDGE AVENUE                             ,SYLMAR              ,CA,91342,20,173,11.5
12561,FIVE TOWNS COLLEGE                                               ,305 NORTH SERVICE ROAD                            ,DIX HILLS           ,NY,11746,35,345,10.1
12573,WEST VIRGINIA UNIVERSITY HOSPITALS                               ,MEDICAL CENTER DRIVE                              ,MORGANTOWN          ,WV,26506,1,41,2.4
12574,RINGLING COLLEGE OF ART & DESIGN                                 ,2700 NORTH TAMIAMI TRAIL                          ,SARASOTA            ,FL,34234,22,314,7
12580,SAINT LOUIS CHRISTIAN COLLEGE                                    ,1360 GRANDVIEW DRIVE                              ,FLORISSANT          ,MO,63033,13,110,11.8
12584,ILLINOIS INSTITUTE OF ART (THE)                                  ,350 NORTH ORLEANS STREET           SUITE 136-L    ,CHICAGO             ,IL,60654,509,3295,15.4
12586,METROPOLITAN COMMUNITY COLLEGE                                   ,5730 NORTH 30 STREET                              ,OMAHA               ,NE,68111,453,2698,16.7
12589,ERIE 1 BOARD OF COOPERATIVE EDUCATIONAL SERVICES                 ,355 HARLEM ROAD                                   ,WEST SENECA         ,NY,14224,28,193,14.5
12606,EMPIRE BEAUTY SCHOOL                                             ,396 POTTSVILLE - ST. CLAIR HIGHWAY                ,POTTSVILLE          ,PA,17901,151,1371,11
12627,THOMAS M. COOLEY LAW SCHOOL                                      ,300 SOUTH CAPITOL AVENUE                          ,LANSING             ,MI,48933,51,1446,3.5
12652,ONONDAGA CORTLAND MADISON BOCES                                  ,110 ELWOOD DAVIS ROAD                             ,LIVERPOOL           ,NY,13088,86,580,14.8
12670,BEL - REA INSTITUTE OF ANIMAL TECHNOLOGY                         ,1681 SOUTH DAYTON STREET                          ,DENVER              ,CO,80247,21,407,5.1
12693,PELLISSIPPI STATE COMMUNITY COLLEGE                              ,10915 HARDIN VALLEY ROAD                          ,KNOXVILLE           ,TN,37933,318,1985,16
12744,SOUTHSIDE REGIONAL MEDICAL CENTER PROFESSIONAL SCHOOLS           ,"430 CLAIRMONT COURT, SUITE 200                    ",COLONIAL HEIGHTS    ,VA,23834,1,56,1.7
12750,EDISON STATE COMMUNITY COLLEGE                                   ,1973 EDISON DRIVE                                 ,PIQUA               ,OH,45356,130,649,20
12766,"NATIONAL UNIVERSITY OF IRELAND, GALWAY                           ",UNIVERSITY ROAD                                   ,GALWAY              ,FC,0,0,35,0
12783,OSWEGO COUNTY BOCES                                              ,179 COUNTY ROUTE 64                               ,MEXICO              ,NY,13114,8,109,7.3
12802,PONTIFICIA UNIVERSIDAD CATOLICA MADRE Y MAESTRA                  ,AUTOPISTA DUARTE KM 1 1/2                         ,SANTIAGO            ,FC,     ,6,85,7
12811,INSTITUTO TECNOLOGICO DE SANTO DOMINGO                           ,"AVENIDA DE LOS PROCERES, GALA      APDO 342 ZONG 9",SANTO DOMINGO       ,FC,     ,12,53,22.6
12813,JOHN WOOD COMMUNITY COLLEGE                                      ,1301 SOUTH 48TH STREET                            ,QUINCY              ,IL,62305,101,552,18.2
12823,PAT GOINS RUSTON BEAUTY SCHOOL                                   ,213 WEST ALABAMA AVENUE                           ,RUSTON              ,LA,71270,3,32,9.3
12848,MOLER HOLLYWOOD BEAUTY ACADEMY                                   ,6142  MONTGOMERY RD                               ,CINCINNATI          ,OH,45213,2,45,4.4
12850,INTERNATIONAL SALON AND SPA ACADEMY                              ,5707 NORTH ACADEMY BOULEVARD                      ,COLORADO SPRINGS    ,CO,80918,27,173,15.6
12860,ARKANSAS NORTHEASTERN COLLEGE                                    ,2501 SOUTH DIVISION                               ,BLYTHEVILLE         ,AR,72316,5,44,11.3
12870,SOUTHERN STATE COMMUNITY COLLEGE                                 ,100 HOBART DRIVE                                  ,HILLSBORO           ,OH,45133,273,1098,24.8
12872,NORTH-WEST COLLEGE                                               ,134 WEST HOLT AVENUE                              ,POMONA              ,CA,91768,16,497,3.2
12879,PAT GOINS BENTON ROAD BEAUTY SCHOOL                              ,1701 OLD MINDEN ROAD               SUITE 36       ,BOSSIER CITY        ,LA,71111,8,101,7.9
12881,MONTACHUSETT REGIONAL VOCATIONAL TECHNICAL SCHOOL                ,1050 WESTMINISTER STREET           ROUTE 2A       ,FITCHBURG           ,MA,1420,10,83,12
12891,ANTONELLI COLLEGE                                                ,124 E. 7TH STREET                                 ,CINCINNATI          ,OH,45202,282,1230,22.9
12896,VIRGINIA MARTI COLLEGE OF ART AND DESIGN                         ,11724 DETROIT AVENUE                              ,LAKEWOOD            ,OH,44107,14,121,11.5
12907,LAKE TAHOE COMMUNITY COLLEGE                                     ,ONE COLLEGE DRIVE                                 ,SOUTH LAKE TAHOE    ,CA,96150,10,64,15.6
12912,MTI COLLEGE                                                      ,5221 MADISON AVENUE                               ,SACRAMENTO          ,CA,95841,36,638,5.6
12929,SOUTH HILLS BEAUTY ACADEMY                                       ,3269 WEST LIBERTY AVENUE                          ,PITTSBURGH          ,PA,15216,12,116,10.3
12930,CHARLES & SUE'S SCHOOL OF HAIR DESIGN                            ,1711 BRIARCREST DRIVE                             ,BRYAN               ,TX,77802,3,34,8.8
12932,TINT SCHOOL OF MAKEUP & COSMETOLOGY                              ,2716 WEST IRVING BOULEVARD                        ,IRVING              ,TX,75061,10,73,13.6
12948,ROB ROY ACADEMY                                                  ,260 SOUTH MAIN STREET                             ,FALL RIVER          ,MA,2721,39,99,39.3
12954,HUDSON COUNTY COMMUNITY COLLEGE                                  ,70 SIP AVENUE                                     ,JERSEY CITY         ,NJ,7306,101,727,13.8
12984,PROFESSIONAL INSTITUTE OF BEAUTY                                 ,10801 VALLEY MALL                                 ,EL MONTE            ,CA,91731,8,62,12.9
12989,OCEANSIDE COLLEGE OF BEAUTY                                      ,1575 SOUTH COAST HIGHWAY                          ,OCEANSIDE           ,CA,92054,11,57,19.2
13005,OLYMPIAN ACADEMY OF COSMETOLOGY                                  ,"1011 EAST TENTH STREET, SUITE B                   ",ALAMOGORDO          ,NM,88310,228,1024,22.2
13006,LA'JAMES INTERNATIONAL COLLEGE                                   ,6322 UNIVERSITY AVENUE             HOLIDAY PLAZA  ,CEDAR FALLS         ,IA,50613,8,73,10.9
13007,NAZARENE BIBLE COLLEGE                                           ,1111 ACADEMY PARK LOOP                            ,COLORADO SPRINGS    ,CO,80910,18,189,9.5
13008,SUMMIT SALON ACADEMY - PORTLAND                                  ,8820 SW CENTER STREET                             ,TIGARD              ,OR,97223,11,31,35.4
13010,LANCASTER BEAUTY SCHOOL                                          ,44646 NORTH 10TH STREET WEST                      ,LANCASTER           ,CA,93534,3,71,4.2
13016,OGLE SCHOOL HAIR SKIN NAILS                                      ,2200 WEST PARK ROW DRIVE                          ,ARLINGTON           ,TX,76013,74,381,19.4
13022,CITY UNIVERSITY OF SEATTLE                                       ,"521 WALL STREET, SUITE 100                        ",SEATTLE             ,WA,98121,33,762,4.3
13029,BORICUA COLLEGE                                                  ,3755 BROADWAY                                     ,NEW YORK            ,NY,10032,18,103,17.4
13039,SOUTH UNIVERSITY                                                 ,709 MALL BOULEVARD                                ,SAVANNAH            ,GA,31406,2915,18369,15.8
13074,AMERICAN BEAUTY COLLEGE                                          ,646 SOUTH SUNSET AVENUE                           ,WEST COVINA         ,CA,91790,2,30,6.6
13088,CAPRI OAK FOREST BEAUTY COLLEGE                                  ,15815-25 ROB ROY DRIVE                            ,OAK FOREST          ,IL,60452,6,128,4.6
13095,SALON SUCCESS ACADEMY                                            ,2097 COMPTON AVENUE                SUITE 201      ,CORONA              ,CA,92881,22,206,10.6
13103,CALIFORNIA WESTERN SCHOOL OF LAW                                 ,225 CEDAR STREET                                  ,SAN DIEGO           ,CA,92101,5,334,1.4
13132,INTERNATIONAL COLLEGE OF BROADCASTING                            ,6 SOUTH SMITHVILLE ROAD                           ,DAYTON              ,OH,45431,13,57,22.8
13134,YESHIVATH BETH MOSHE                                             ,930 HICKORY STREET                                ,SCRANTON            ,PA,18505,0,47,0
13153,MASSEY UNIVERSITY                                                ,TENNENT DRIVE                      PRIVATE BAG 11-,PALMERSTON NORTH    ,FC,4744,8,76,10.5
13189,CONTINENTAL ACADEMIE OF HAIR DESIGN                              ,102 DERRY STREET                                  ,HUDSON              ,NH,3051,6,49,12.2
13208,BAPTIST BIBLE COLLEGE                                            ,628 EAST KEARNEY                                  ,SPRINGFIELD         ,MO,65803,16,161,9.9
13214,ROXBOROUGH MEMORIAL HOSPITAL                                     ,5800 RIDGE AVENUE                                 ,PHILADELPHIA        ,PA,19128,3,55,5.4
13218,M.J. MURPHY BEAUTY COLLEGE                                       ,201 WEST BROADWAY                                 ,MOUNT PLEASANT      ,MI,48858,5,41,12.1
13231,UNIVERSITY OF HOUSTON - VICTORIA                                 ,3007 NORTH BEN WILSON                             ,VICTORIA            ,TX,77901,72,1163,6.1
13232,ACADEMY OF HAIR DESIGN                                           ,5191 W. CHARLESTON                 SUITE 150      ,LAS VEGAS           ,NV,89146,8,113,7
13240,LYTLE'S REDWOOD EMPIRE BEAUTY COLLEGE                            ,186 WIKIUP DRIVE                                  ,SANTA ROSA          ,CA,95403,8,68,11.7
13263,SOUTH HILLS SCHOOL OF BUSINESS & TECHNOLOGY                      ,480 WAUPELANI DRIVE                               ,STATE COLLEGE       ,PA,16801,48,356,13.4
20503,ACADEMY COLLEGE                                                  ,1600 W. 82ND STREET                SUITE 100      ,BLOOMINGTON         ,MN,55431,7,83,8.4
20520,BRIGHTWOOD COLLEGE                                               ,2800 EAST RIVER ROAD                              ,DAYTON              ,OH,45439,90,466,19.3
20522,BLACK RIVER TECHNICAL COLLEGE                                    ,1410 HIGHWAY 304 EAST                             ,POCAHONTAS          ,AR,72455,168,751,22.3
20530,LIBERTY UNIVERSITY                                               ,1971 UNIVERSITY BOULEVARD                         ,LYNCHBURG           ,VA,24515,2813,28185,9.9
20533,CENTRO DE ESTUDIOS UNIVERSITARIOS XOCHICALCO                     ,CALLE SAN FRANCISCO NO. 1139       FRACCIONAMIENTO,ENSENADA            ,FC,22830,42,107,39.2
20537,EASTWICK COLLEGE                                                 ,10 SOUTH FRANKLIN TURNPIKE                        ,RAMSEY              ,NJ,7446,21,621,3.3
20552,HARRINGTON COLLEGE OF DESIGN                                     ,600 SOUTH MICHIGAN AVENUE                         ,CHICAGO             ,IL,60605,32,342,9.3
20554,BOSSIER PARISH COMMUNITY COLLEGE                                 ,6220 EAST TEXAS                                   ,BOSSIER CITY        ,LA,71111,507,2220,22.8
20555,DELTA SCHOOL OF BUSINESS AND TECHNOLOGY                          ,517 BROAD STREET                                  ,LAKE CHARLES        ,LA,70601,25,173,14.4
20561,FOUR RIVERS CAREER CENTER                                        ,1978 IMAGE DRIVE                                  ,WASHINGTON          ,MO,63090,6,30,20
20564,CAPRI COSMETOLOGY LEARNING CENTER                                ,251 WEST ROUTE 59                                 ,NANUET              ,NY,10954,16,214,7.4
20565,MITCHELL'S HAIR STYLING ACADEMY                                  ,2616 FOREST HILLS ROAD SW                         ,WILSON              ,NC,27893,19,92,20.6
20568,DAYMAR COLLEGE                                                   ,3879 RHODES AVENUE                                ,NEW BOSTON          ,OH,45662,191,561,34
